raw	safe
IFNB/IFNAR_complex_SGEC Cytoplasm	IFNB_IFNAR_complex_SGEC_Cytoplasm
IFNB/IFNAR_complex_TFH Cytoplasm	IFNB_IFNAR_complex_TFH_Cytoplasm
IFNB/IFNAR_complex_TH1 Cytoplasm	IFNB_IFNAR_complex_TH1_Cytoplasm
IFNB/IFNAR_complex_TH17 Cytoplasm	IFNB_IFNAR_complex_TH17_Cytoplasm
IFNB/IFNAR_complex_TREG Cytoplasm	IFNB_IFNAR_complex_TREG_Cytoplasm
IFNB1_Extracellular	IFNB1_Extracellular
IFNB1_Secreted	IFNB1_Secreted
IFNB1_gene_M1 Nucleus	IFNB1_gene_M1_Nucleus
IFNB1_gene_M2 Nucleus	IFNB1_gene_M2_Nucleus
IFNB1_gene_SGEC Nucleus	IFNB1_gene_SGEC_Nucleus
IFNG/IFNGR_complex_BCELL Cytoplasm	IFNG_IFNGR_complex_BCELL_Cytoplasm
IFNG/IFNGR_complex_M1 Cytoplasm	IFNG_IFNGR_complex_M1_Cytoplasm
IFNG/IFNGR_complex_M2 Cytoplasm	IFNG_IFNGR_complex_M2_Cytoplasm
IFNG/IFNGR_complex_PDC Cytoplasm	IFNG_IFNGR_complex_PDC_Cytoplasm
IFNG/IFNGR_complex_PLASMA Cytoplasm	IFNG_IFNGR_complex_PLASMA_Cytoplasm
IFNG/IFNGR_complex_SGEC Cytoplasm	IFNG_IFNGR_complex_SGEC_Cytoplasm
IFNG/IFNGR_complex_TFH Cytoplasm	IFNG_IFNGR_complex_TFH_Cytoplasm
IFNG/IFNGR_complex_TH1 Cytoplasm	IFNG_IFNGR_complex_TH1_Cytoplasm
IFNG/IFNGR_complex_TH17 Cytoplasm	IFNG_IFNGR_complex_TH17_Cytoplasm
IFNG/IFNGR_complex_TREG Cytoplasm	IFNG_IFNGR_complex_TREG_Cytoplasm
IFNGR1_BCELL Cytoplasm	IFNGR1_BCELL_Cytoplasm
IFNGR1_BCELL Cytoplasm_1	IFNGR1_BCELL_Cytoplasm_1
IFNGR1_M1 Cytoplasm	IFNGR1_M1_Cytoplasm
IFNGR1_M1 Cytoplasm_1	IFNGR1_M1_Cytoplasm_1
IFNGR1_M2 Cytoplasm	IFNGR1_M2_Cytoplasm
IFNGR1_M2 Cytoplasm_1	IFNGR1_M2_Cytoplasm_1
IFNGR1_PDC Cytoplasm	IFNGR1_PDC_Cytoplasm
IFNGR1_PDC Cytoplasm_1	IFNGR1_PDC_Cytoplasm_1
IFNGR1_PLASMA Cytoplasm	IFNGR1_PLASMA_Cytoplasm
IFNGR1_PLASMA Cytoplasm_1	IFNGR1_PLASMA_Cytoplasm_1
IFNGR1_SGEC Cytoplasm	IFNGR1_SGEC_Cytoplasm
IFNGR1_SGEC Cytoplasm_1	IFNGR1_SGEC_Cytoplasm_1
IFNGR1_TFH Cytoplasm	IFNGR1_TFH_Cytoplasm
IFNGR1_TFH Cytoplasm_1	IFNGR1_TFH_Cytoplasm_1
IFNGR1_TH1 Cytoplasm	IFNGR1_TH1_Cytoplasm
IFNGR1_TH1 Cytoplasm_1	IFNGR1_TH1_Cytoplasm_1
IFNGR1_TH17 Cytoplasm	IFNGR1_TH17_Cytoplasm
IFNGR1_TH17 Cytoplasm_1	IFNGR1_TH17_Cytoplasm_1
IFNGR1_TREG Cytoplasm	IFNGR1_TREG_Cytoplasm
IFNGR1_TREG Cytoplasm_1	IFNGR1_TREG_Cytoplasm_1
IFNGR2_BCELL Cytoplasm	IFNGR2_BCELL_Cytoplasm
IFNGR2_BCELL Cytoplasm_1	IFNGR2_BCELL_Cytoplasm_1
IFNGR2_M1 Cytoplasm	IFNGR2_M1_Cytoplasm
IFNGR2_M1 Cytoplasm_1	IFNGR2_M1_Cytoplasm_1
IFNGR2_M2 Cytoplasm	IFNGR2_M2_Cytoplasm
IFNGR2_M2 Cytoplasm_1	IFNGR2_M2_Cytoplasm_1
IFNGR2_PDC Cytoplasm	IFNGR2_PDC_Cytoplasm
IFNGR2_PDC Cytoplasm_1	IFNGR2_PDC_Cytoplasm_1
IFNGR2_PLASMA Cytoplasm	IFNGR2_PLASMA_Cytoplasm
IFNGR2_PLASMA Cytoplasm_1	IFNGR2_PLASMA_Cytoplasm_1
IFNGR2_SGEC Cytoplasm	IFNGR2_SGEC_Cytoplasm
IFNGR2_SGEC Cytoplasm_1	IFNGR2_SGEC_Cytoplasm_1
IFNGR2_TFH Cytoplasm	IFNGR2_TFH_Cytoplasm
IFNGR2_TFH Cytoplasm_1	IFNGR2_TFH_Cytoplasm_1
IFNGR2_TH1 Cytoplasm	IFNGR2_TH1_Cytoplasm
IFNGR2_TH1 Cytoplasm_1	IFNGR2_TH1_Cytoplasm_1
IFNGR2_TH17 Cytoplasm	IFNGR2_TH17_Cytoplasm
IFNGR2_TH17 Cytoplasm_1	IFNGR2_TH17_Cytoplasm_1
IFNGR2_TREG Cytoplasm	IFNGR2_TREG_Cytoplasm
IFNGR2_TREG Cytoplasm_1	IFNGR2_TREG_Cytoplasm_1
IFNGR_complex_BCELL Cytoplasm	IFNGR_complex_BCELL_Cytoplasm
IFNGR_complex_M1 Cytoplasm	IFNGR_complex_M1_Cytoplasm
IFNGR_complex_M2 Cytoplasm	IFNGR_complex_M2_Cytoplasm
IFNGR_complex_PDC Cytoplasm	IFNGR_complex_PDC_Cytoplasm
IFNGR_complex_PLASMA Cytoplasm	IFNGR_complex_PLASMA_Cytoplasm
IFNGR_complex_SGEC Cytoplasm	IFNGR_complex_SGEC_Cytoplasm
IFNGR_complex_TFH Cytoplasm	IFNGR_complex_TFH_Cytoplasm
IFNGR_complex_TH1 Cytoplasm	IFNGR_complex_TH1_Cytoplasm
IFNGR_complex_TH17 Cytoplasm	IFNGR_complex_TH17_Cytoplasm
IFNGR_complex_TREG Cytoplasm	IFNGR_complex_TREG_Cytoplasm
IFNG_Extracellular	IFNG_Extracellular
IFNG_Secreted	IFNG_Secreted
IFNG_gene	IFNG_gene
IFNG_rna_M1 Nucleus	IFNG_rna_M1_Nucleus
IFNG_rna_TH1 Nucleus	IFNG_rna_TH1_Nucleus
IKBIP_BCELL Cytoplasm	IKBIP_BCELL_Cytoplasm
IKBIP_PLASMA Cytoplasm	IKBIP_PLASMA_Cytoplasm
IKBIP_rna_BCELL Nucleus	IKBIP_rna_BCELL_Nucleus
IKBIP_rna_M1 Nucleus	IKBIP_rna_M1_Nucleus
IKBIP_rna_M2 Nucleus	IKBIP_rna_M2_Nucleus
IKBIP_rna_PDC Nucleus	IKBIP_rna_PDC_Nucleus
IKBIP_rna_PLASMA Nucleus	IKBIP_rna_PLASMA_Nucleus
IKBIP_rna_SGEC Nucleus	IKBIP_rna_SGEC_Nucleus
IKBIP_rna_TFH Nucleus	IKBIP_rna_TFH_Nucleus
IKBIP_rna_TH1 Nucleus	IKBIP_rna_TH1_Nucleus
IKBIP_rna_TH17 Nucleus	IKBIP_rna_TH17_Nucleus
IKBIP_rna_TREG Nucleus	IKBIP_rna_TREG_Nucleus
IKBKB_BCELL Cytoplasm	IKBKB_BCELL_Cytoplasm
IKBKB_BCELL Cytoplasm_1	IKBKB_BCELL_Cytoplasm_1
IKBKB_M1 Cytoplasm	IKBKB_M1_Cytoplasm
IKBKB_M1 Cytoplasm_1	IKBKB_M1_Cytoplasm_1
IKBKB_M2 Cytoplasm	IKBKB_M2_Cytoplasm
IKBKB_M2 Cytoplasm_1	IKBKB_M2_Cytoplasm_1
IKBKB_PDC Cytoplasm	IKBKB_PDC_Cytoplasm
IKBKB_PDC Cytoplasm_1	IKBKB_PDC_Cytoplasm_1
IKBKB_PLASMA Cytoplasm	IKBKB_PLASMA_Cytoplasm
IKBKB_PLASMA Cytoplasm_1	IKBKB_PLASMA_Cytoplasm_1
IKBKB_SGEC Cytoplasm	IKBKB_SGEC_Cytoplasm
IKBKB_SGEC Cytoplasm_1	IKBKB_SGEC_Cytoplasm_1
IKBKB_TFH Cytoplasm	IKBKB_TFH_Cytoplasm
IKBKB_TFH Cytoplasm_1	IKBKB_TFH_Cytoplasm_1
IKBKB_TH1 Cytoplasm	IKBKB_TH1_Cytoplasm
IKBKB_TH1 Cytoplasm_1	IKBKB_TH1_Cytoplasm_1
IKBKB_TH17 Cytoplasm	IKBKB_TH17_Cytoplasm
IKBKB_TH17 Cytoplasm_1	IKBKB_TH17_Cytoplasm_1
IKBKB_TREG Cytoplasm	IKBKB_TREG_Cytoplasm
IKBKB_TREG Cytoplasm_1	IKBKB_TREG_Cytoplasm_1
IKBKE/TBK1_complex_BCELL Cytoplasm	IKBKE_TBK1_complex_BCELL_Cytoplasm
IKBKE/TBK1_complex_M1 Cytoplasm	IKBKE_TBK1_complex_M1_Cytoplasm
IKBKE/TBK1_complex_M2 Cytoplasm	IKBKE_TBK1_complex_M2_Cytoplasm
IKBKE/TBK1_complex_PDC Cytoplasm	IKBKE_TBK1_complex_PDC_Cytoplasm
IKBKE/TBK1_complex_PLASMA Cytoplasm	IKBKE_TBK1_complex_PLASMA_Cytoplasm
IKBKE/TBK1_complex_SGEC Cytoplasm	IKBKE_TBK1_complex_SGEC_Cytoplasm
IKBKE/TBK1_complex_TFH Cytoplasm	IKBKE_TBK1_complex_TFH_Cytoplasm
IKBKE/TBK1_complex_TH1 Cytoplasm	IKBKE_TBK1_complex_TH1_Cytoplasm
IKBKE/TBK1_complex_TH17 Cytoplasm	IKBKE_TBK1_complex_TH17_Cytoplasm
IKBKE/TBK1_complex_TREG Cytoplasm	IKBKE_TBK1_complex_TREG_Cytoplasm
IKBKE_BCELL Cytoplasm	IKBKE_BCELL_Cytoplasm
IKBKE_BCELL Cytoplasm_1	IKBKE_BCELL_Cytoplasm_1
IKBKE_M1 Cytoplasm	IKBKE_M1_Cytoplasm
IKBKE_M1 Cytoplasm_1	IKBKE_M1_Cytoplasm_1
IKBKE_M2 Cytoplasm	IKBKE_M2_Cytoplasm
IKBKE_M2 Cytoplasm_1	IKBKE_M2_Cytoplasm_1
IKBKE_PDC Cytoplasm	IKBKE_PDC_Cytoplasm
IKBKE_PDC Cytoplasm_1	IKBKE_PDC_Cytoplasm_1
IKBKE_PLASMA Cytoplasm	IKBKE_PLASMA_Cytoplasm
IKBKE_PLASMA Cytoplasm_1	IKBKE_PLASMA_Cytoplasm_1
IKBKE_SGEC Cytoplasm	IKBKE_SGEC_Cytoplasm
IKBKE_SGEC Cytoplasm_1	IKBKE_SGEC_Cytoplasm_1
IKBKE_TFH Cytoplasm	IKBKE_TFH_Cytoplasm
IKBKE_TFH Cytoplasm_1	IKBKE_TFH_Cytoplasm_1
IKBKE_TH1 Cytoplasm	IKBKE_TH1_Cytoplasm
IKBKE_TH1 Cytoplasm_1	IKBKE_TH1_Cytoplasm_1
IKBKE_TH17 Cytoplasm	IKBKE_TH17_Cytoplasm
IKBKE_TH17 Cytoplasm_1	IKBKE_TH17_Cytoplasm_1
IKBKE_TREG Cytoplasm	IKBKE_TREG_Cytoplasm
IKBKE_TREG Cytoplasm_1	IKBKE_TREG_Cytoplasm_1
IKBKG_BCELL Cytoplasm	IKBKG_BCELL_Cytoplasm
IKBKG_BCELL Cytoplasm_1	IKBKG_BCELL_Cytoplasm_1
IKBKG_M1 Cytoplasm	IKBKG_M1_Cytoplasm
IKBKG_M1 Cytoplasm_1	IKBKG_M1_Cytoplasm_1
IKBKG_M2 Cytoplasm	IKBKG_M2_Cytoplasm
IKBKG_M2 Cytoplasm_1	IKBKG_M2_Cytoplasm_1
IKBKG_PDC Cytoplasm	IKBKG_PDC_Cytoplasm
IKBKG_PDC Cytoplasm_1	IKBKG_PDC_Cytoplasm_1
IKBKG_PLASMA Cytoplasm	IKBKG_PLASMA_Cytoplasm
IKBKG_PLASMA Cytoplasm_1	IKBKG_PLASMA_Cytoplasm_1
IKBKG_SGEC Cytoplasm	IKBKG_SGEC_Cytoplasm
IKBKG_SGEC Cytoplasm_1	IKBKG_SGEC_Cytoplasm_1
IKBKG_TFH Cytoplasm	IKBKG_TFH_Cytoplasm
IKBKG_TFH Cytoplasm_1	IKBKG_TFH_Cytoplasm_1
IKBKG_TH1 Cytoplasm	IKBKG_TH1_Cytoplasm
IKBKG_TH1 Cytoplasm_1	IKBKG_TH1_Cytoplasm_1
IKBKG_TH17 Cytoplasm	IKBKG_TH17_Cytoplasm
IKBKG_TH17 Cytoplasm_1	IKBKG_TH17_Cytoplasm_1
IKBKG_TREG Cytoplasm	IKBKG_TREG_Cytoplasm
IKBKG_TREG Cytoplasm_1	IKBKG_TREG_Cytoplasm_1
IL1	IL1
IL10	IL10
IL10_gene_BCELL Nucleus	IL10_gene_BCELL_Nucleus
IL10_gene_M2 Nucleus	IL10_gene_M2_Nucleus
IL10_rna	IL10_rna
IL12/IL12R_complex_BCELL Cytoplasm	IL12_IL12R_complex_BCELL_Cytoplasm
IL12/IL12R_complex_M1 Cytoplasm	IL12_IL12R_complex_M1_Cytoplasm
IL12/IL12R_complex_M2 Cytoplasm	IL12_IL12R_complex_M2_Cytoplasm
IL12/IL12R_complex_PDC Cytoplasm	IL12_IL12R_complex_PDC_Cytoplasm
IL12/IL12R_complex_PLASMA Cytoplasm	IL12_IL12R_complex_PLASMA_Cytoplasm
IL12/IL12R_complex_SGEC Cytoplasm	IL12_IL12R_complex_SGEC_Cytoplasm
IL12/IL12R_complex_TFH Cytoplasm	IL12_IL12R_complex_TFH_Cytoplasm
IL12/IL12R_complex_TH1 Cytoplasm	IL12_IL12R_complex_TH1_Cytoplasm
IL12/IL12R_complex_TH17 Cytoplasm	IL12_IL12R_complex_TH17_Cytoplasm
IL12/IL12R_complex_TREG Cytoplasm	IL12_IL12R_complex_TREG_Cytoplasm
IL12RB1_PDC Cytoplasm	IL12RB1_PDC_Cytoplasm
IL12RB1_PDC Cytoplasm_1	IL12RB1_PDC_Cytoplasm_1
IL12RB1_TH1 Cytoplasm	IL12RB1_TH1_Cytoplasm
IL12RB1_TH1 Cytoplasm_1	IL12RB1_TH1_Cytoplasm_1
IL12RB1_TH17 Cytoplasm	IL12RB1_TH17_Cytoplasm
IL12RB1_TH17 Cytoplasm_1	IL12RB1_TH17_Cytoplasm_1
IL12RB2_TH1 Cytoplasm	IL12RB2_TH1_Cytoplasm
IL12RB2_TH1 Cytoplasm_1	IL12RB2_TH1_Cytoplasm_1
IL12R_complex_PDC Cytoplasm	IL12R_complex_PDC_Cytoplasm
IL12R_complex_TH1 Cytoplasm	IL12R_complex_TH1_Cytoplasm
IL12_Extracellular	IL12_Extracellular
IL12_Secreted	IL12_Secreted
IL12_gene_M1 Nucleus	IL12_gene_M1_Nucleus
IL12_gene_PDC Nucleus	IL12_gene_PDC_Nucleus
IL15RA_M1 Cytoplasm	IL15RA_M1_Cytoplasm
IL15RA_M2 Cytoplasm	IL15RA_M2_Cytoplasm
IL15RA_PDC Cytoplasm	IL15RA_PDC_Cytoplasm
IL15RA_TFH Cytoplasm	IL15RA_TFH_Cytoplasm
IL15RA_TH1 Cytoplasm	IL15RA_TH1_Cytoplasm
IL15RA_TH17 Cytoplasm	IL15RA_TH17_Cytoplasm
IL15RA_TREG Cytoplasm	IL15RA_TREG_Cytoplasm
IL15R_complex_BCELL Cytoplasm	IL15R_complex_BCELL_Cytoplasm
IL15R_complex_BCELL Cytoplasm_1	IL15R_complex_BCELL_Cytoplasm_1
IL15R_complex_M1 Cytoplasm	IL15R_complex_M1_Cytoplasm
IL15R_complex_M2 Cytoplasm	IL15R_complex_M2_Cytoplasm
IL15R_complex_PDC Cytoplasm	IL15R_complex_PDC_Cytoplasm
IL15R_complex_PLASMA Cytoplasm	IL15R_complex_PLASMA_Cytoplasm
IL15R_complex_SGEC Cytoplasm	IL15R_complex_SGEC_Cytoplasm
IL15R_complex_TFH Cytoplasm	IL15R_complex_TFH_Cytoplasm
IL15R_complex_TH1 Cytoplasm	IL15R_complex_TH1_Cytoplasm
IL15R_complex_TH17 Cytoplasm	IL15R_complex_TH17_Cytoplasm
IL15R_complex_TREG Cytoplasm	IL15R_complex_TREG_Cytoplasm
IL15_Extracellular	IL15_Extracellular
IL15_Secreted	IL15_Secreted
IL15_gene_M1 Nucleus	IL15_gene_M1_Nucleus
IL15_gene_M2 Nucleus	IL15_gene_M2_Nucleus
IL15_gene_PDC Nucleus	IL15_gene_PDC_Nucleus
IL15_gene_SGEC Nucleus	IL15_gene_SGEC_Nucleus
IL17A	IL17A
IL17A_gene_M1 Nucleus	IL17A_gene_M1_Nucleus
IL17A_gene_M2 Nucleus	IL17A_gene_M2_Nucleus
IL17A_gene_SGEC Nucleus	IL17A_gene_SGEC_Nucleus
IL17A_gene_TH1 Nucleus	IL17A_gene_TH1_Nucleus
IL17A_gene_TH17 Nucleus	IL17A_gene_TH17_Nucleus
IL17A_rna	IL17A_rna
IL1B	IL1B
IL1B_gene_M1 Nucleus	IL1B_gene_M1_Nucleus
IL1B_gene_M2 Nucleus	IL1B_gene_M2_Nucleus
IL1B_gene_SGEC Nucleus	IL1B_gene_SGEC_Nucleus
IL1B_gene_TH1 Nucleus	IL1B_gene_TH1_Nucleus
IL1B_gene_TH17 Nucleus	IL1B_gene_TH17_Nucleus
IL1B_rna	IL1B_rna
IL1R1_BCELL Cytoplasm	IL1R1_BCELL_Cytoplasm
IL1R1_BCELL Cytoplasm_1	IL1R1_BCELL_Cytoplasm_1
IL1R1_M1 Cytoplasm	IL1R1_M1_Cytoplasm
IL1R1_M1 Cytoplasm_1	IL1R1_M1_Cytoplasm_1
IL1R1_M2 Cytoplasm	IL1R1_M2_Cytoplasm
IL1R1_M2 Cytoplasm_1	IL1R1_M2_Cytoplasm_1
IL1R1_PDC Cytoplasm	IL1R1_PDC_Cytoplasm
IL1R1_PDC Cytoplasm_1	IL1R1_PDC_Cytoplasm_1
IL1R1_SGEC Cytoplasm	IL1R1_SGEC_Cytoplasm
IL1R1_SGEC Cytoplasm_1	IL1R1_SGEC_Cytoplasm_1
IL1R1_gene_BCELL Nucleus	IL1R1_gene_BCELL_Nucleus
IL1R1_gene_M1 Nucleus	IL1R1_gene_M1_Nucleus
IL1R1_gene_M2 Nucleus	IL1R1_gene_M2_Nucleus
IL1R1_gene_SGEC Nucleus	IL1R1_gene_SGEC_Nucleus
IL1R1_rna_PDC Nucleus	IL1R1_rna_PDC_Nucleus
IL1R1_rna_TREG Nucleus	IL1R1_rna_TREG_Nucleus
IL1RA_BCELL Cytoplasm	IL1RA_BCELL_Cytoplasm
IL1RA_M1 Cytoplasm	IL1RA_M1_Cytoplasm
IL1RA_M2 Cytoplasm	IL1RA_M2_Cytoplasm
IL1RA_PDC Cytoplasm	IL1RA_PDC_Cytoplasm
IL1RA_PLASMA Cytoplasm	IL1RA_PLASMA_Cytoplasm
IL1RA_SGEC Cytoplasm	IL1RA_SGEC_Cytoplasm
IL1RA_TFH Cytoplasm	IL1RA_TFH_Cytoplasm
IL1RA_TH1 Cytoplasm	IL1RA_TH1_Cytoplasm
IL1RA_TH17 Cytoplasm	IL1RA_TH17_Cytoplasm
IL1RA_TREG Cytoplasm	IL1RA_TREG_Cytoplasm
IL1R_complex_BCELL Cytoplasm	IL1R_complex_BCELL_Cytoplasm
IL1R_complex_M1 Cytoplasm	IL1R_complex_M1_Cytoplasm
IL1R_complex_M2 Cytoplasm	IL1R_complex_M2_Cytoplasm
IL1R_complex_SGEC Cytoplasm	IL1R_complex_SGEC_Cytoplasm
IL1R_complex_TH1 Cytoplasm	IL1R_complex_TH1_Cytoplasm
IL1R_complex_TH17 Cytoplasm	IL1R_complex_TH17_Cytoplasm
IL2/IL2R_complex_BCELL Cytoplasm	IL2_IL2R_complex_BCELL_Cytoplasm
IL2/IL2R_complex_M1 Cytoplasm	IL2_IL2R_complex_M1_Cytoplasm
IL2/IL2R_complex_M2 Cytoplasm	IL2_IL2R_complex_M2_Cytoplasm
IL2/IL2R_complex_PDC Cytoplasm	IL2_IL2R_complex_PDC_Cytoplasm
IL2/IL2R_complex_PLASMA Cytoplasm	IL2_IL2R_complex_PLASMA_Cytoplasm
IL2/IL2R_complex_SGEC Cytoplasm	IL2_IL2R_complex_SGEC_Cytoplasm
IL2/IL2R_complex_TFH Cytoplasm	IL2_IL2R_complex_TFH_Cytoplasm
IL2/IL2R_complex_TH1 Cytoplasm	IL2_IL2R_complex_TH1_Cytoplasm
IL2/IL2R_complex_TH17 Cytoplasm	IL2_IL2R_complex_TH17_Cytoplasm
IL2/IL2R_complex_TREG Cytoplasm	IL2_IL2R_complex_TREG_Cytoplasm
IL21/IL21R_complex_BCELL Cytoplasm	IL21_IL21R_complex_BCELL_Cytoplasm
IL21/IL21R_complex_M1 Cytoplasm	IL21_IL21R_complex_M1_Cytoplasm
IL21/IL21R_complex_M2 Cytoplasm	IL21_IL21R_complex_M2_Cytoplasm
IL21/IL21R_complex_PDC Cytoplasm	IL21_IL21R_complex_PDC_Cytoplasm
IL21/IL21R_complex_PLASMA Cytoplasm	IL21_IL21R_complex_PLASMA_Cytoplasm
IL21/IL21R_complex_SGEC Cytoplasm	IL21_IL21R_complex_SGEC_Cytoplasm
IL21/IL21R_complex_TFH Cytoplasm	IL21_IL21R_complex_TFH_Cytoplasm
IL21/IL21R_complex_TH1 Cytoplasm	IL21_IL21R_complex_TH1_Cytoplasm
IL21/IL21R_complex_TH17 Cytoplasm	IL21_IL21R_complex_TH17_Cytoplasm
IL21/IL21R_complex_TREG Cytoplasm	IL21_IL21R_complex_TREG_Cytoplasm
IL21R_BCELL Cytoplasm	IL21R_BCELL_Cytoplasm
IL21R_BCELL Cytoplasm_1	IL21R_BCELL_Cytoplasm_1
IL21R_PLASMA Cytoplasm	IL21R_PLASMA_Cytoplasm
IL21R_PLASMA Cytoplasm_1	IL21R_PLASMA_Cytoplasm_1
IL21R_TFH Cytoplasm	IL21R_TFH_Cytoplasm
IL21R_TFH Cytoplasm_1	IL21R_TFH_Cytoplasm_1
IL21R_TH17 Cytoplasm	IL21R_TH17_Cytoplasm
IL21R_TH17 Cytoplasm_1	IL21R_TH17_Cytoplasm_1
IL21R_complex_BCELL Cytoplasm	IL21R_complex_BCELL_Cytoplasm
IL21R_complex_PLASMA Cytoplasm	IL21R_complex_PLASMA_Cytoplasm
IL21R_complex_TFH Cytoplasm	IL21R_complex_TFH_Cytoplasm
IL21R_complex_TH17 Cytoplasm	IL21R_complex_TH17_Cytoplasm
IL21_Extracellular	IL21_Extracellular
IL21_Secreted	IL21_Secreted
IL21_gene_TFH Nucleus	IL21_gene_TFH_Nucleus
IL21_gene_TH17 Nucleus	IL21_gene_TH17_Nucleus
IL23A	IL23A
IL23A_gene_M1 Nucleus	IL23A_gene_M1_Nucleus
IL23A_gene_PDC Nucleus	IL23A_gene_PDC_Nucleus
IL2RA_Secreted	IL2RA_Secreted
IL2RA_TREG Cytoplasm	IL2RA_TREG_Cytoplasm
IL2RA_TREG Cytoplasm_1	IL2RA_TREG_Cytoplasm_1
IL2RB_M1 Cytoplasm	IL2RB_M1_Cytoplasm
IL2RB_M1 Cytoplasm_1	IL2RB_M1_Cytoplasm_1
IL2RB_M1 Cytoplasm_2	IL2RB_M1_Cytoplasm_2
IL2RB_M1 Cytoplasm_3	IL2RB_M1_Cytoplasm_3
IL2RB_PDC Cytoplasm	IL2RB_PDC_Cytoplasm
IL2RB_PDC Cytoplasm_1	IL2RB_PDC_Cytoplasm_1
IL2RB_PDC Cytoplasm_2	IL2RB_PDC_Cytoplasm_2
IL2RB_PDC Cytoplasm_3	IL2RB_PDC_Cytoplasm_3
IL2RB_TFH Cytoplasm	IL2RB_TFH_Cytoplasm
IL2RB_TFH Cytoplasm_1	IL2RB_TFH_Cytoplasm_1
IL2RB_TFH Cytoplasm_2	IL2RB_TFH_Cytoplasm_2
IL2RB_TFH Cytoplasm_3	IL2RB_TFH_Cytoplasm_3
IL2RB_TH1 Cytoplasm	IL2RB_TH1_Cytoplasm
IL2RB_TH1 Cytoplasm_1	IL2RB_TH1_Cytoplasm_1
IL2RB_TH1 Cytoplasm_2	IL2RB_TH1_Cytoplasm_2
IL2RB_TH1 Cytoplasm_3	IL2RB_TH1_Cytoplasm_3
IL2RB_TH17 Cytoplasm	IL2RB_TH17_Cytoplasm
IL2RB_TH17 Cytoplasm_1	IL2RB_TH17_Cytoplasm_1
IL2RB_TH17 Cytoplasm_2	IL2RB_TH17_Cytoplasm_2
IL2RB_TH17 Cytoplasm_3	IL2RB_TH17_Cytoplasm_3
IL2RB_TREG Cytoplasm	IL2RB_TREG_Cytoplasm
IL2RB_TREG Cytoplasm_1	IL2RB_TREG_Cytoplasm_1
IL2RB_TREG Cytoplasm_2	IL2RB_TREG_Cytoplasm_2
IL2RB_TREG Cytoplasm_3	IL2RB_TREG_Cytoplasm_3
IL2RG_BCELL Cytoplasm	IL2RG_BCELL_Cytoplasm
IL2RG_BCELL Cytoplasm_1	IL2RG_BCELL_Cytoplasm_1
IL2RG_BCELL Cytoplasm_2	IL2RG_BCELL_Cytoplasm_2
IL2RG_BCELL Cytoplasm_3	IL2RG_BCELL_Cytoplasm_3
IL2RG_BCELL Cytoplasm_4	IL2RG_BCELL_Cytoplasm_4
IL2RG_BCELL Cytoplasm_5	IL2RG_BCELL_Cytoplasm_5
IL2RG_PDC Cytoplasm	IL2RG_PDC_Cytoplasm
IL2RG_PDC Cytoplasm_1	IL2RG_PDC_Cytoplasm_1
IL2RG_PDC Cytoplasm_2	IL2RG_PDC_Cytoplasm_2
IL2RG_PDC Cytoplasm_3	IL2RG_PDC_Cytoplasm_3
IL2RG_PDC Cytoplasm_4	IL2RG_PDC_Cytoplasm_4
IL2RG_PDC Cytoplasm_5	IL2RG_PDC_Cytoplasm_5
IL2RG_PLASMA Cytoplasm	IL2RG_PLASMA_Cytoplasm
IL2RG_PLASMA Cytoplasm_1	IL2RG_PLASMA_Cytoplasm_1
IL2RG_PLASMA Cytoplasm_2	IL2RG_PLASMA_Cytoplasm_2
IL2RG_PLASMA Cytoplasm_3	IL2RG_PLASMA_Cytoplasm_3
IL2RG_PLASMA Cytoplasm_4	IL2RG_PLASMA_Cytoplasm_4
IL2RG_PLASMA Cytoplasm_5	IL2RG_PLASMA_Cytoplasm_5
IL2RG_TFH Cytoplasm	IL2RG_TFH_Cytoplasm
IL2RG_TFH Cytoplasm_1	IL2RG_TFH_Cytoplasm_1
IL2RG_TFH Cytoplasm_2	IL2RG_TFH_Cytoplasm_2
IL2RG_TFH Cytoplasm_3	IL2RG_TFH_Cytoplasm_3
IL2RG_TFH Cytoplasm_4	IL2RG_TFH_Cytoplasm_4
IL2RG_TFH Cytoplasm_5	IL2RG_TFH_Cytoplasm_5
IL2RG_TH1 Cytoplasm	IL2RG_TH1_Cytoplasm
IL2RG_TH1 Cytoplasm_1	IL2RG_TH1_Cytoplasm_1
IL2RG_TH1 Cytoplasm_2	IL2RG_TH1_Cytoplasm_2
IL2RG_TH1 Cytoplasm_3	IL2RG_TH1_Cytoplasm_3
IL2RG_TH1 Cytoplasm_4	IL2RG_TH1_Cytoplasm_4
IL2RG_TH1 Cytoplasm_5	IL2RG_TH1_Cytoplasm_5
IL2RG_TH17 Cytoplasm	IL2RG_TH17_Cytoplasm
IL2RG_TH17 Cytoplasm_1	IL2RG_TH17_Cytoplasm_1
IL2RG_TH17 Cytoplasm_2	IL2RG_TH17_Cytoplasm_2
IL2RG_TH17 Cytoplasm_3	IL2RG_TH17_Cytoplasm_3
IL2RG_TH17 Cytoplasm_4	IL2RG_TH17_Cytoplasm_4
IL2RG_TH17 Cytoplasm_5	IL2RG_TH17_Cytoplasm_5
IL2RG_TREG Cytoplasm	IL2RG_TREG_Cytoplasm
IL2RG_TREG Cytoplasm_1	IL2RG_TREG_Cytoplasm_1
