raw	safe
LTBR_SGEC Cytoplasm_1	LTBR_SGEC_Cytoplasm_1
LXA4	LXA4
LXA4-CCL23/FPR2_complex_M1 Cytoplasm	LXA4_CCL23_FPR2_complex_M1_Cytoplasm
LXA4-CCL23/FPR2_complex_M2 Cytoplasm	LXA4_CCL23_FPR2_complex_M2_Cytoplasm
LY96_M1 Cytoplasm	LY96_M1_Cytoplasm
LY96_M1 Cytoplasm_1	LY96_M1_Cytoplasm_1
LY96_M2 Cytoplasm	LY96_M2_Cytoplasm
LY96_M2 Cytoplasm_1	LY96_M2_Cytoplasm_1
LY96_SGEC Cytoplasm	LY96_SGEC_Cytoplasm
LY96_SGEC Cytoplasm_1	LY96_SGEC_Cytoplasm_1
LYN_BCELL Cytoplasm	LYN_BCELL_Cytoplasm
LYN_PLASMA Cytoplasm	LYN_PLASMA_Cytoplasm
Lymphoid_organ_development_phenotype	Lymphoid_organ_development_phenotype
MALT1_BCELL Cytoplasm	MALT1_BCELL_Cytoplasm
MALT1_BCELL Cytoplasm_1	MALT1_BCELL_Cytoplasm_1
MALT1_M1 Cytoplasm	MALT1_M1_Cytoplasm
MALT1_M1 Cytoplasm_1	MALT1_M1_Cytoplasm_1
MALT1_M2 Cytoplasm	MALT1_M2_Cytoplasm
MALT1_M2 Cytoplasm_1	MALT1_M2_Cytoplasm_1
MALT1_PLASMA Cytoplasm	MALT1_PLASMA_Cytoplasm
MALT1_PLASMA Cytoplasm_1	MALT1_PLASMA_Cytoplasm_1
MALT1_TFH Cytoplasm	MALT1_TFH_Cytoplasm
MALT1_TFH Cytoplasm_1	MALT1_TFH_Cytoplasm_1
MALT1_TH1 Cytoplasm	MALT1_TH1_Cytoplasm
MALT1_TH1 Cytoplasm_1	MALT1_TH1_Cytoplasm_1
MALT1_TH17 Cytoplasm	MALT1_TH17_Cytoplasm
MALT1_TH17 Cytoplasm_1	MALT1_TH17_Cytoplasm_1
MALT1_TREG Cytoplasm	MALT1_TREG_Cytoplasm
MALT1_TREG Cytoplasm_1	MALT1_TREG_Cytoplasm_1
MAP2K1_BCELL Cytoplasm	MAP2K1_BCELL_Cytoplasm
MAP2K1_M1 Cytoplasm	MAP2K1_M1_Cytoplasm
MAP2K1_M2 Cytoplasm	MAP2K1_M2_Cytoplasm
MAP2K1_PDC Cytoplasm	MAP2K1_PDC_Cytoplasm
MAP2K1_PLASMA Cytoplasm	MAP2K1_PLASMA_Cytoplasm
MAP2K1_SGEC Cytoplasm	MAP2K1_SGEC_Cytoplasm
MAP2K1_TFH Cytoplasm	MAP2K1_TFH_Cytoplasm
MAP2K1_TH1 Cytoplasm	MAP2K1_TH1_Cytoplasm
MAP2K1_TH17 Cytoplasm	MAP2K1_TH17_Cytoplasm
MAP2K1_TREG Cytoplasm	MAP2K1_TREG_Cytoplasm
MAP2K3_BCELL Cytoplasm	MAP2K3_BCELL_Cytoplasm
MAP2K3_M1 Cytoplasm	MAP2K3_M1_Cytoplasm
MAP2K3_M1 Cytoplasm_1	MAP2K3_M1_Cytoplasm_1
MAP2K3_M2 Cytoplasm	MAP2K3_M2_Cytoplasm
MAP2K3_M2 Cytoplasm_1	MAP2K3_M2_Cytoplasm_1
MAP2K3_PDC Cytoplasm	MAP2K3_PDC_Cytoplasm
MAP2K3_PDC Cytoplasm_1	MAP2K3_PDC_Cytoplasm_1
MAP2K3_PLASMA Cytoplasm	MAP2K3_PLASMA_Cytoplasm
MAP2K3_SGEC Cytoplasm	MAP2K3_SGEC_Cytoplasm
MAP2K3_SGEC Cytoplasm_1	MAP2K3_SGEC_Cytoplasm_1
MAP2K3_TFH Cytoplasm	MAP2K3_TFH_Cytoplasm
MAP2K3_TFH Cytoplasm_1	MAP2K3_TFH_Cytoplasm_1
MAP2K3_TH1 Cytoplasm	MAP2K3_TH1_Cytoplasm
MAP2K3_TH1 Cytoplasm_1	MAP2K3_TH1_Cytoplasm_1
MAP2K3_TH17 Cytoplasm	MAP2K3_TH17_Cytoplasm
MAP2K3_TH17 Cytoplasm_1	MAP2K3_TH17_Cytoplasm_1
MAP2K3_TREG Cytoplasm	MAP2K3_TREG_Cytoplasm
MAP2K3_TREG Cytoplasm_1	MAP2K3_TREG_Cytoplasm_1
MAP2K4_BCELL Cytoplasm	MAP2K4_BCELL_Cytoplasm
MAP2K4_M1 Cytoplasm	MAP2K4_M1_Cytoplasm
MAP2K4_M2 Cytoplasm	MAP2K4_M2_Cytoplasm
MAP2K4_PDC Cytoplasm	MAP2K4_PDC_Cytoplasm
MAP2K4_PLASMA Cytoplasm	MAP2K4_PLASMA_Cytoplasm
MAP2K4_SGEC Cytoplasm	MAP2K4_SGEC_Cytoplasm
MAP2K4_TFH Cytoplasm	MAP2K4_TFH_Cytoplasm
MAP2K4_TH1 Cytoplasm	MAP2K4_TH1_Cytoplasm
MAP2K4_TH17 Cytoplasm	MAP2K4_TH17_Cytoplasm
MAP2K4_TREG Cytoplasm	MAP2K4_TREG_Cytoplasm
MAP2K6_BCELL Cytoplasm	MAP2K6_BCELL_Cytoplasm
MAP2K6_M1 Cytoplasm	MAP2K6_M1_Cytoplasm
MAP2K6_M1 Cytoplasm_1	MAP2K6_M1_Cytoplasm_1
MAP2K6_M2 Cytoplasm	MAP2K6_M2_Cytoplasm
MAP2K6_M2 Cytoplasm_1	MAP2K6_M2_Cytoplasm_1
MAP2K6_PDC Cytoplasm	MAP2K6_PDC_Cytoplasm
MAP2K6_PDC Cytoplasm_1	MAP2K6_PDC_Cytoplasm_1
MAP2K6_PLASMA Cytoplasm	MAP2K6_PLASMA_Cytoplasm
MAP2K6_SGEC Cytoplasm	MAP2K6_SGEC_Cytoplasm
MAP2K6_SGEC Cytoplasm_1	MAP2K6_SGEC_Cytoplasm_1
MAP2K6_TFH Cytoplasm	MAP2K6_TFH_Cytoplasm
MAP2K6_TFH Cytoplasm_1	MAP2K6_TFH_Cytoplasm_1
MAP2K6_TH1 Cytoplasm	MAP2K6_TH1_Cytoplasm
MAP2K6_TH1 Cytoplasm_1	MAP2K6_TH1_Cytoplasm_1
MAP2K6_TH17 Cytoplasm	MAP2K6_TH17_Cytoplasm
MAP2K6_TH17 Cytoplasm_1	MAP2K6_TH17_Cytoplasm_1
MAP2K6_TREG Cytoplasm	MAP2K6_TREG_Cytoplasm
MAP2K6_TREG Cytoplasm_1	MAP2K6_TREG_Cytoplasm_1
MAP2K7_BCELL Cytoplasm	MAP2K7_BCELL_Cytoplasm
MAP2K7_M1 Cytoplasm	MAP2K7_M1_Cytoplasm
MAP2K7_M2 Cytoplasm	MAP2K7_M2_Cytoplasm
MAP2K7_PDC Cytoplasm	MAP2K7_PDC_Cytoplasm
MAP2K7_PLASMA Cytoplasm	MAP2K7_PLASMA_Cytoplasm
MAP2K7_SGEC Cytoplasm	MAP2K7_SGEC_Cytoplasm
MAP2K7_TFH Cytoplasm	MAP2K7_TFH_Cytoplasm
MAP2K7_TH1 Cytoplasm	MAP2K7_TH1_Cytoplasm
MAP2K7_TH17 Cytoplasm	MAP2K7_TH17_Cytoplasm
MAP2K7_TREG Cytoplasm	MAP2K7_TREG_Cytoplasm
MAP3K14_BCELL Cytoplasm	MAP3K14_BCELL_Cytoplasm
MAP3K14_M1 Cytoplasm	MAP3K14_M1_Cytoplasm
MAP3K14_M1 Cytoplasm_1	MAP3K14_M1_Cytoplasm_1
MAP3K14_M2 Cytoplasm	MAP3K14_M2_Cytoplasm
MAP3K14_M2 Cytoplasm_1	MAP3K14_M2_Cytoplasm_1
MAP3K14_PDC Cytoplasm	MAP3K14_PDC_Cytoplasm
MAP3K14_PDC Cytoplasm_1	MAP3K14_PDC_Cytoplasm_1
MAP3K14_PLASMA Cytoplasm	MAP3K14_PLASMA_Cytoplasm
MAP3K14_SGEC Cytoplasm	MAP3K14_SGEC_Cytoplasm
MAP3K14_SGEC Cytoplasm_1	MAP3K14_SGEC_Cytoplasm_1
MAP3K14_TFH Cytoplasm	MAP3K14_TFH_Cytoplasm
MAP3K14_TFH Cytoplasm_1	MAP3K14_TFH_Cytoplasm_1
MAP3K14_TH1 Cytoplasm	MAP3K14_TH1_Cytoplasm
MAP3K14_TH1 Cytoplasm_1	MAP3K14_TH1_Cytoplasm_1
MAP3K14_TH17 Cytoplasm	MAP3K14_TH17_Cytoplasm
MAP3K14_TH17 Cytoplasm_1	MAP3K14_TH17_Cytoplasm_1
MAP3K14_TREG Cytoplasm	MAP3K14_TREG_Cytoplasm
MAP3K14_TREG Cytoplasm_1	MAP3K14_TREG_Cytoplasm_1
MAP3K1_BCELL Cytoplasm	MAP3K1_BCELL_Cytoplasm
MAP3K1_M1 Cytoplasm	MAP3K1_M1_Cytoplasm
MAP3K1_M2 Cytoplasm	MAP3K1_M2_Cytoplasm
MAP3K1_PDC Cytoplasm	MAP3K1_PDC_Cytoplasm
MAP3K1_PLASMA Cytoplasm	MAP3K1_PLASMA_Cytoplasm
MAP3K1_SGEC Cytoplasm	MAP3K1_SGEC_Cytoplasm
MAP3K1_TFH Cytoplasm	MAP3K1_TFH_Cytoplasm
MAP3K1_TH1 Cytoplasm	MAP3K1_TH1_Cytoplasm
MAP3K1_TH17 Cytoplasm	MAP3K1_TH17_Cytoplasm
MAP3K1_TREG Cytoplasm	MAP3K1_TREG_Cytoplasm
MAP3K5_BCELL Cytoplasm	MAP3K5_BCELL_Cytoplasm
MAP3K5_M1 Cytoplasm	MAP3K5_M1_Cytoplasm
MAP3K5_M2 Cytoplasm	MAP3K5_M2_Cytoplasm
MAP3K5_PDC Cytoplasm	MAP3K5_PDC_Cytoplasm
MAP3K5_PLASMA Cytoplasm	MAP3K5_PLASMA_Cytoplasm
MAP3K5_SGEC Cytoplasm	MAP3K5_SGEC_Cytoplasm
MAP3K5_TFH Cytoplasm	MAP3K5_TFH_Cytoplasm
MAP3K5_TH1 Cytoplasm	MAP3K5_TH1_Cytoplasm
MAP3K5_TH17 Cytoplasm	MAP3K5_TH17_Cytoplasm
MAP3K5_TREG Cytoplasm	MAP3K5_TREG_Cytoplasm
MAP3K7_BCELL Cytoplasm	MAP3K7_BCELL_Cytoplasm
MAP3K7_M1 Cytoplasm	MAP3K7_M1_Cytoplasm
MAP3K7_M2 Cytoplasm	MAP3K7_M2_Cytoplasm
MAP3K7_PDC Cytoplasm	MAP3K7_PDC_Cytoplasm
MAP3K7_PLASMA Cytoplasm	MAP3K7_PLASMA_Cytoplasm
MAP3K7_SGEC Cytoplasm	MAP3K7_SGEC_Cytoplasm
MAP3K7_TFH Cytoplasm	MAP3K7_TFH_Cytoplasm
MAP3K7_TH1 Cytoplasm	MAP3K7_TH1_Cytoplasm
MAP3K7_TH17 Cytoplasm	MAP3K7_TH17_Cytoplasm
MAP3K7_TREG Cytoplasm	MAP3K7_TREG_Cytoplasm
MAPK11	MAPK11
MAPK11,12,13,14_BCELL Cytoplasm	MAPK11_12_13_14_BCELL_Cytoplasm
MAPK11,12,13,14_BCELL Cytoplasm_1	MAPK11_12_13_14_BCELL_Cytoplasm_1
MAPK11,12,13,14_M1 Cytoplasm	MAPK11_12_13_14_M1_Cytoplasm
MAPK11,12,13,14_M1 Cytoplasm_1	MAPK11_12_13_14_M1_Cytoplasm_1
MAPK11,12,13,14_M2 Cytoplasm	MAPK11_12_13_14_M2_Cytoplasm
MAPK11,12,13,14_M2 Cytoplasm_1	MAPK11_12_13_14_M2_Cytoplasm_1
MAPK11,12,13,14_PDC Cytoplasm	MAPK11_12_13_14_PDC_Cytoplasm
MAPK11,12,13,14_PLASMA Cytoplasm	MAPK11_12_13_14_PLASMA_Cytoplasm
MAPK11,12,13,14_PLASMA Cytoplasm_1	MAPK11_12_13_14_PLASMA_Cytoplasm_1
MAPK11,12,13,14_SGEC Cytoplasm	MAPK11_12_13_14_SGEC_Cytoplasm
MAPK11,12,13,14_SGEC Cytoplasm_1	MAPK11_12_13_14_SGEC_Cytoplasm_1
MAPK11,12,13,14_TFH Cytoplasm	MAPK11_12_13_14_TFH_Cytoplasm
MAPK11,12,13,14_TFH Cytoplasm_1	MAPK11_12_13_14_TFH_Cytoplasm_1
MAPK11,12,13,14_TH1 Cytoplasm	MAPK11_12_13_14_TH1_Cytoplasm
MAPK11,12,13,14_TH1 Cytoplasm_1	MAPK11_12_13_14_TH1_Cytoplasm_1
MAPK11,12,13,14_TH17 Cytoplasm	MAPK11_12_13_14_TH17_Cytoplasm
MAPK11,12,13,14_TH17 Cytoplasm_1	MAPK11_12_13_14_TH17_Cytoplasm_1
MAPK11,12,13,14_TREG Cytoplasm	MAPK11_12_13_14_TREG_Cytoplasm
MAPK3_BCELL Cytoplasm	MAPK3_BCELL_Cytoplasm
MAPK3_M1 Cytoplasm	MAPK3_M1_Cytoplasm
MAPK3_M1 Cytoplasm_1	MAPK3_M1_Cytoplasm_1
MAPK3_M2 Cytoplasm	MAPK3_M2_Cytoplasm
MAPK3_M2 Cytoplasm_1	MAPK3_M2_Cytoplasm_1
MAPK3_PDC Cytoplasm	MAPK3_PDC_Cytoplasm
MAPK3_PDC Cytoplasm_1	MAPK3_PDC_Cytoplasm_1
MAPK3_PLASMA Cytoplasm	MAPK3_PLASMA_Cytoplasm
MAPK3_SGEC Cytoplasm	MAPK3_SGEC_Cytoplasm
MAPK3_SGEC Cytoplasm_1	MAPK3_SGEC_Cytoplasm_1
MAPK3_TFH Cytoplasm	MAPK3_TFH_Cytoplasm
MAPK3_TFH Cytoplasm_1	MAPK3_TFH_Cytoplasm_1
MAPK3_TH1 Cytoplasm	MAPK3_TH1_Cytoplasm
MAPK3_TH1 Cytoplasm_1	MAPK3_TH1_Cytoplasm_1
MAPK3_TH17 Cytoplasm	MAPK3_TH17_Cytoplasm
MAPK3_TH17 Cytoplasm_1	MAPK3_TH17_Cytoplasm_1
MAPK3_TREG Cytoplasm	MAPK3_TREG_Cytoplasm
MAPK3_TREG Cytoplasm_1	MAPK3_TREG_Cytoplasm_1
MAPK8	MAPK8
MAPK8,9,10_BCELL Cytoplasm	MAPK8_9_10_BCELL_Cytoplasm
MAPK8,9,10_BCELL Cytoplasm_1	MAPK8_9_10_BCELL_Cytoplasm_1
MAPK8,9,10_M1 Cytoplasm	MAPK8_9_10_M1_Cytoplasm
MAPK8,9,10_M2 Cytoplasm	MAPK8_9_10_M2_Cytoplasm
MAPK8,9,10_PDC Cytoplasm	MAPK8_9_10_PDC_Cytoplasm
MAPK8,9,10_PLASMA Cytoplasm	MAPK8_9_10_PLASMA_Cytoplasm
MAPK8,9,10_PLASMA Cytoplasm_1	MAPK8_9_10_PLASMA_Cytoplasm_1
MAPK8,9,10_SGEC Cytoplasm	MAPK8_9_10_SGEC_Cytoplasm
MAPK8,9,10_TFH Cytoplasm	MAPK8_9_10_TFH_Cytoplasm
MAPK8,9,10_TH1 Cytoplasm	MAPK8_9_10_TH1_Cytoplasm
MAPK8,9,10_TH17 Cytoplasm	MAPK8_9_10_TH17_Cytoplasm
MAPK8,9,10_TREG Cytoplasm	MAPK8_9_10_TREG_Cytoplasm
MARCHF8_BCELL Cytoplasm	MARCHF8_BCELL_Cytoplasm
MARCHF8_M1 Cytoplasm	MARCHF8_M1_Cytoplasm
MARCHF8_M2 Cytoplasm	MARCHF8_M2_Cytoplasm
MARCHF8_PDC Cytoplasm	MARCHF8_PDC_Cytoplasm
MARCHF8_SGEC Cytoplasm	MARCHF8_SGEC_Cytoplasm
MAVS_BCELL Cytoplasm	MAVS_BCELL_Cytoplasm
MAVS_M1 Cytoplasm	MAVS_M1_Cytoplasm
MAVS_M1 Cytoplasm_1	MAVS_M1_Cytoplasm_1
MAVS_M2 Cytoplasm	MAVS_M2_Cytoplasm
MAVS_M2 Cytoplasm_1	MAVS_M2_Cytoplasm_1
MAVS_PDC Cytoplasm	MAVS_PDC_Cytoplasm
MAVS_PDC Cytoplasm_1	MAVS_PDC_Cytoplasm_1
MAVS_PLASMA Cytoplasm	MAVS_PLASMA_Cytoplasm
MAVS_PLASMA Cytoplasm_1	MAVS_PLASMA_Cytoplasm_1
MAVS_SGEC Cytoplasm	MAVS_SGEC_Cytoplasm
MAVS_SGEC Cytoplasm_1	MAVS_SGEC_Cytoplasm_1
MAVS_TFH Cytoplasm	MAVS_TFH_Cytoplasm
MAVS_TH1 Cytoplasm	MAVS_TH1_Cytoplasm
MAVS_TH17 Cytoplasm	MAVS_TH17_Cytoplasm
MAVS_TREG Cytoplasm	MAVS_TREG_Cytoplasm
MAX_BCELL Cytoplasm	MAX_BCELL_Cytoplasm
MAX_M1 Cytoplasm	MAX_M1_Cytoplasm
MAX_M2 Cytoplasm	MAX_M2_Cytoplasm
MAX_PDC Cytoplasm	MAX_PDC_Cytoplasm
MAX_PLASMA Cytoplasm	MAX_PLASMA_Cytoplasm
MAX_SGEC Cytoplasm	MAX_SGEC_Cytoplasm
MAX_TFH Cytoplasm	MAX_TFH_Cytoplasm
MAX_TH1 Cytoplasm	MAX_TH1_Cytoplasm
MAX_TH17 Cytoplasm	MAX_TH17_Cytoplasm
MAX_TREG Cytoplasm	MAX_TREG_Cytoplasm
MDM2_BCELL Cytoplasm	MDM2_BCELL_Cytoplasm
MDM2_BCELL Cytoplasm_1	MDM2_BCELL_Cytoplasm_1
MDM2_M1 Cytoplasm	MDM2_M1_Cytoplasm
MDM2_M2 Cytoplasm	MDM2_M2_Cytoplasm
MDM2_PDC Cytoplasm	MDM2_PDC_Cytoplasm
MDM2_PLASMA Cytoplasm	MDM2_PLASMA_Cytoplasm
MDM2_PLASMA Cytoplasm_1	MDM2_PLASMA_Cytoplasm_1
MDM2_SGEC Cytoplasm	MDM2_SGEC_Cytoplasm
MDM2_TFH Cytoplasm	MDM2_TFH_Cytoplasm
MDM2_TH1 Cytoplasm	MDM2_TH1_Cytoplasm
MDM2_TH17 Cytoplasm	MDM2_TH17_Cytoplasm
MDM2_TREG Cytoplasm	MDM2_TREG_Cytoplasm
MDM2_rna_BCELL Nucleus	MDM2_rna_BCELL_Nucleus
MDM2_rna_M1 Nucleus	MDM2_rna_M1_Nucleus
MDM2_rna_M2 Nucleus	MDM2_rna_M2_Nucleus
MDM2_rna_PDC Nucleus	MDM2_rna_PDC_Nucleus
MDM2_rna_PLASMA Nucleus	MDM2_rna_PLASMA_Nucleus
MDM2_rna_SGEC Nucleus	MDM2_rna_SGEC_Nucleus
MDM2_rna_TFH Nucleus	MDM2_rna_TFH_Nucleus
MDM2_rna_TH1 Nucleus	MDM2_rna_TH1_Nucleus
MDM2_rna_TH17 Nucleus	MDM2_rna_TH17_Nucleus
MDM2_rna_TREG Nucleus	MDM2_rna_TREG_Nucleus
MHC1/B2M/LILR_complex_BCELL Cytoplasm	MHC1_B2M_LILR_complex_BCELL_Cytoplasm
MHC1/B2M/LILR_complex_PLASMA Cytoplasm	MHC1_B2M_LILR_complex_PLASMA_Cytoplasm
MHC1/B2M/TCR_complex_TFH Cytoplasm	MHC1_B2M_TCR_complex_TFH_Cytoplasm
MHC1/B2M/TCR_complex_TH1 Cytoplasm	MHC1_B2M_TCR_complex_TH1_Cytoplasm
MHC1/B2M/TCR_complex_TH17 Cytoplasm	MHC1_B2M_TCR_complex_TH17_Cytoplasm
MHC1/B2M/TCR_complex_TREG Cytoplasm	MHC1_B2M_TCR_complex_TREG_Cytoplasm
MHC1/B2M_complex	MHC1_B2M_complex
MHC1_space_proteins	MHC1_space_proteins
MHC1_space_proteins_TCR_complex_Extracellular	MHC1_space_proteins_TCR_complex_Extracellular
MHC1_space_proteins_TCR_complex_Extracellular_1	MHC1_space_proteins_TCR_complex_Extracellular_1
MHC1_space_proteins_TCR_complex_Extracellular_10	MHC1_space_proteins_TCR_complex_Extracellular_10
MHC1_space_proteins_TCR_complex_Extracellular_11	MHC1_space_proteins_TCR_complex_Extracellular_11
MHC1_space_proteins_TCR_complex_Extracellular_12	MHC1_space_proteins_TCR_complex_Extracellular_12
MHC1_space_proteins_TCR_complex_Extracellular_13	MHC1_space_proteins_TCR_complex_Extracellular_13
MHC1_space_proteins_TCR_complex_Extracellular_14	MHC1_space_proteins_TCR_complex_Extracellular_14
MHC1_space_proteins_TCR_complex_Extracellular_15	MHC1_space_proteins_TCR_complex_Extracellular_15
MHC1_space_proteins_TCR_complex_Extracellular_16	MHC1_space_proteins_TCR_complex_Extracellular_16
MHC1_space_proteins_TCR_complex_Extracellular_17	MHC1_space_proteins_TCR_complex_Extracellular_17
MHC1_space_proteins_TCR_complex_Extracellular_18	MHC1_space_proteins_TCR_complex_Extracellular_18
MHC1_space_proteins_TCR_complex_Extracellular_19	MHC1_space_proteins_TCR_complex_Extracellular_19
MHC1_space_proteins_TCR_complex_Extracellular_2	MHC1_space_proteins_TCR_complex_Extracellular_2
MHC1_space_proteins_TCR_complex_Extracellular_3	MHC1_space_proteins_TCR_complex_Extracellular_3
MHC1_space_proteins_TCR_complex_Extracellular_4	MHC1_space_proteins_TCR_complex_Extracellular_4
MHC1_space_proteins_TCR_complex_Extracellular_5	MHC1_space_proteins_TCR_complex_Extracellular_5
MHC1_space_proteins_TCR_complex_Extracellular_6	MHC1_space_proteins_TCR_complex_Extracellular_6
MHC1_space_proteins_TCR_complex_Extracellular_7	MHC1_space_proteins_TCR_complex_Extracellular_7
MHC1_space_proteins_TCR_complex_Extracellular_8	MHC1_space_proteins_TCR_complex_Extracellular_8
MHC1_space_proteins_TCR_complex_Extracellular_9	MHC1_space_proteins_TCR_complex_Extracellular_9
MHC_Class_1_Activation_phenotype	MHC_Class_1_Activation_phenotype
MHC_Class_2_Activation_phenotype	MHC_Class_2_Activation_phenotype
MLST8_BCELL Cytoplasm	MLST8_BCELL_Cytoplasm
MLST8_BCELL Cytoplasm_1	MLST8_BCELL_Cytoplasm_1
MLST8_M1 Cytoplasm	MLST8_M1_Cytoplasm
MLST8_M1 Cytoplasm_1	MLST8_M1_Cytoplasm_1
MLST8_M2 Cytoplasm	MLST8_M2_Cytoplasm
MLST8_M2 Cytoplasm_1	MLST8_M2_Cytoplasm_1
MLST8_PDC Cytoplasm	MLST8_PDC_Cytoplasm
MLST8_PDC Cytoplasm_1	MLST8_PDC_Cytoplasm_1
MLST8_PLASMA Cytoplasm	MLST8_PLASMA_Cytoplasm
MLST8_PLASMA Cytoplasm_1	MLST8_PLASMA_Cytoplasm_1
MLST8_SGEC Cytoplasm	MLST8_SGEC_Cytoplasm
MLST8_SGEC Cytoplasm_1	MLST8_SGEC_Cytoplasm_1
MLST8_TFH Cytoplasm	MLST8_TFH_Cytoplasm
MLST8_TFH Cytoplasm_1	MLST8_TFH_Cytoplasm_1
MLST8_TH1 Cytoplasm	MLST8_TH1_Cytoplasm
MLST8_TH1 Cytoplasm_1	MLST8_TH1_Cytoplasm_1
MLST8_TH17 Cytoplasm	MLST8_TH17_Cytoplasm
MLST8_TH17 Cytoplasm_1	MLST8_TH17_Cytoplasm_1
MLST8_TREG Cytoplasm	MLST8_TREG_Cytoplasm
MLST8_TREG Cytoplasm_1	MLST8_TREG_Cytoplasm_1
MMP9	MMP9
MMP9_gene	MMP9_gene
MMP9_rna_M1 Nucleus	MMP9_rna_M1_Nucleus
MMP9_rna_M2 Nucleus	MMP9_rna_M2_Nucleus
MS4A2_M1 Cytoplasm	MS4A2_M1_Cytoplasm
MS4A2_M1 Cytoplasm_1	MS4A2_M1_Cytoplasm_1
MT2A_BCELL Cytoplasm	MT2A_BCELL_Cytoplasm
MT2A_M1 Cytoplasm	MT2A_M1_Cytoplasm
MT2A_M2 Cytoplasm	MT2A_M2_Cytoplasm
MT2A_PDC Cytoplasm	MT2A_PDC_Cytoplasm
MT2A_PLASMA Cytoplasm	MT2A_PLASMA_Cytoplasm
MT2A_SGEC Cytoplasm	MT2A_SGEC_Cytoplasm
MT2A_TFH Cytoplasm	MT2A_TFH_Cytoplasm
MT2A_TH1 Cytoplasm	MT2A_TH1_Cytoplasm
MT2A_TH17 Cytoplasm	MT2A_TH17_Cytoplasm
MT2A_TREG Cytoplasm	MT2A_TREG_Cytoplasm
MT2A_rna_BCELL Nucleus	MT2A_rna_BCELL_Nucleus
MT2A_rna_M1 Nucleus	MT2A_rna_M1_Nucleus
MT2A_rna_M2 Nucleus	MT2A_rna_M2_Nucleus
MT2A_rna_PDC Nucleus	MT2A_rna_PDC_Nucleus
MT2A_rna_PLASMA Nucleus	MT2A_rna_PLASMA_Nucleus
MT2A_rna_SGEC Nucleus	MT2A_rna_SGEC_Nucleus
MT2A_rna_TFH Nucleus	MT2A_rna_TFH_Nucleus
MT2A_rna_TH1 Nucleus	MT2A_rna_TH1_Nucleus
MT2A_rna_TH17 Nucleus	MT2A_rna_TH17_Nucleus
MT2A_rna_TREG Nucleus	MT2A_rna_TREG_Nucleus
MTORC1_complex_BCELL Cytoplasm	MTORC1_complex_BCELL_Cytoplasm
MTORC1_complex_M1 Cytoplasm	MTORC1_complex_M1_Cytoplasm
MTORC1_complex_M2 Cytoplasm	MTORC1_complex_M2_Cytoplasm
MTORC1_complex_PDC Cytoplasm	MTORC1_complex_PDC_Cytoplasm
MTORC1_complex_PLASMA Cytoplasm	MTORC1_complex_PLASMA_Cytoplasm
MTORC1_complex_SGEC Cytoplasm	MTORC1_complex_SGEC_Cytoplasm
MTORC1_complex_TFH Cytoplasm	MTORC1_complex_TFH_Cytoplasm
MTORC1_complex_TH1 Cytoplasm	MTORC1_complex_TH1_Cytoplasm
MTORC1_complex_TH17 Cytoplasm	MTORC1_complex_TH17_Cytoplasm
MTORC1_complex_TREG Cytoplasm	MTORC1_complex_TREG_Cytoplasm
MTOR_BCELL Cytoplasm	MTOR_BCELL_Cytoplasm
MTOR_BCELL Cytoplasm_1	MTOR_BCELL_Cytoplasm_1
MTOR_M1 Cytoplasm	MTOR_M1_Cytoplasm
MTOR_M1 Cytoplasm_1	MTOR_M1_Cytoplasm_1
MTOR_M2 Cytoplasm	MTOR_M2_Cytoplasm
MTOR_M2 Cytoplasm_1	MTOR_M2_Cytoplasm_1
MTOR_PDC Cytoplasm	MTOR_PDC_Cytoplasm
MTOR_PDC Cytoplasm_1	MTOR_PDC_Cytoplasm_1
MTOR_PLASMA Cytoplasm	MTOR_PLASMA_Cytoplasm
MTOR_PLASMA Cytoplasm_1	MTOR_PLASMA_Cytoplasm_1
MTOR_SGEC Cytoplasm	MTOR_SGEC_Cytoplasm
MTOR_SGEC Cytoplasm_1	MTOR_SGEC_Cytoplasm_1
MTOR_TFH Cytoplasm	MTOR_TFH_Cytoplasm
MTOR_TFH Cytoplasm_1	MTOR_TFH_Cytoplasm_1
MTOR_TH1 Cytoplasm	MTOR_TH1_Cytoplasm
MTOR_TH1 Cytoplasm_1	MTOR_TH1_Cytoplasm_1
MTOR_TH17 Cytoplasm	MTOR_TH17_Cytoplasm
MTOR_TH17 Cytoplasm_1	MTOR_TH17_Cytoplasm_1
MTOR_TREG Cytoplasm	MTOR_TREG_Cytoplasm
MTOR_TREG Cytoplasm_1	MTOR_TREG_Cytoplasm_1
MUC1	MUC1
MUC1_gene	MUC1_gene
MX1_BCELL Cytoplasm	MX1_BCELL_Cytoplasm
MX1_M1 Cytoplasm	MX1_M1_Cytoplasm
MX1_M2 Cytoplasm	MX1_M2_Cytoplasm
MX1_PDC Cytoplasm	MX1_PDC_Cytoplasm
MX1_PLASMA Cytoplasm	MX1_PLASMA_Cytoplasm
MX1_SGEC Cytoplasm	MX1_SGEC_Cytoplasm
MX1_TFH Cytoplasm	MX1_TFH_Cytoplasm
MX1_TH1 Cytoplasm	MX1_TH1_Cytoplasm
MX1_TH17 Cytoplasm	MX1_TH17_Cytoplasm
MX1_TREG Cytoplasm	MX1_TREG_Cytoplasm
MX1_rna_BCELL Nucleus	MX1_rna_BCELL_Nucleus
MX1_rna_M1 Nucleus	MX1_rna_M1_Nucleus
