Target,Level,Rule,Relation1,Identifier1
ETS1_rna_TH17 Nucleus,1,SP100_TH17 Nucleus,isDescribedBy,
IFITM3_rna_TH17 Nucleus,1,STAT1/STAT2/IRF9_complex_TH17 Nucleus,isDescribedBy,
ISG20_rna_TH17 Nucleus,1,STAT1/STAT2/IRF9_complex_TH17 Nucleus,isDescribedBy,
HLA-C_rna_TH17 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH17 Nucleus|STAT1_space_homodimer_TH17 Nucleus),isDescribedBy,
IRF1_rna_TH17 Nucleus,1,(STAT1_space_homodimer_TH17 Nucleus|STAT1/STAT2/IRF9_complex_TH17 Nucleus),isDescribedBy,
IKBIP_rna_TH17 Nucleus,1,TP53_TH17 Nucleus,isDescribedBy,
TRIM21_rna_TH17 Nucleus,1,(STAT1_space_homodimer_TH17 Nucleus|TLR3/dsRNA/PolyIC_complex_TH17 Cytoplasm),isDescribedBy,
LMNB1_TH1 Cytoplasm,1,LMNB1_rna_TH1 Nucleus,isDescribedBy,
HNRNPA2B1_TH1 Cytoplasm,1,HNRNPA2B1_rna_TH1 Nucleus,isDescribedBy,
IFNAR1_TH1 Cytoplasm,1,(IFNA_Secreted|IFNB1_Extracellular),isDescribedBy,
IFNAR2_TH1 Cytoplasm,1,(IFNA_Secreted|IFNB1_Extracellular),isDescribedBy,
dsRNA_TH1 Cytoplasm,1,dsRNA/polyIC,isDescribedBy,
XIAP_TH1 Cytoplasm,1,!XAF1_TH1 Cytoplasm,isDescribedBy,
TRIM14_TH1 Cytoplasm,1,TRIM14_rna_TH1 Nucleus,isDescribedBy,
OAS3_TH1 Cytoplasm,1,OAS3_rna_TH1 Nucleus,isDescribedBy,
RPLP0_TH1 Cytoplasm,1,RPLP0_rna_TH1 Nucleus,isDescribedBy,
IFI30_TH1 Cytoplasm,1,IFI30_rna_TH1 Nucleus,isDescribedBy,
HLA-H_TH1 Cytoplasm,1,HLA-H_rna_TH1 Nucleus,isDescribedBy,
HLA-B_TH1 Cytoplasm,1,HLA-B_rna_TH1 Nucleus,isDescribedBy,
STAT5A/B_TH1 Cytoplasm,1,JAK3_TH1 Cytoplasm,isDescribedBy,
GLUT1_TH1 Cytoplasm,1,GLUT1_rna_TH1 Nucleus,isDescribedBy,
BST2_TH1 Cytoplasm,1,BST2_rna_TH1 Nucleus,isDescribedBy,
XAF1_TH1 Cytoplasm,1,XAF1_rna_TH1 Nucleus,isDescribedBy,
TYK2_TH1 Cytoplasm,1,(IFNA/IFNAR_complex_TH1 Cytoplasm|IFNB/IFNAR_complex_TH1 Cytoplasm|IL12/IL12R_complex_TH1 Cytoplasm)&!SOCS1_TH1 Cytoplasm&!SOCS2_TH1 Cytoplasm&!SOCS3_TH1 Cytoplasm,isDescribedBy,
CX3CL1/CX3CR1_complex_TH1 Cytoplasm,1,CX3CL1&CX3CR1_TH1 Cytoplasm_1,isDescribedBy,
CX3CR1_TH1 Cytoplasm,1,CX3CL1,isDescribedBy,
SOCS1_TH1 Cytoplasm,1,SOCS2_rna_TH1 Nucleus,isDescribedBy,
GBP1_TH1 Cytoplasm,1,GBP1_rna_TH1 Nucleus,isDescribedBy,
IL6R_complex_TH1 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_TH1 Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_TH1 Cytoplasm,1,CXCL12_Extracellular&CXCR4_TH1 Cytoplasm_1,isDescribedBy,
CXCR4_TH1 Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_TH1 Cytoplasm,1,TRIM22_rna_TH1 Nucleus,isDescribedBy,
SOCS3_TH1 Cytoplasm,1,SOCS3_rna_TH1 Nucleus,isDescribedBy,
IRF1_TH1 Cytoplasm,1,IRF1_TH1 Cytoplasm_1,isDescribedBy,
IL7R_complex_TH1 Cytoplasm,1,IL7,isDescribedBy,
IL2RG_TH1 Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IFI27_TH1 Cytoplasm,1,IFI27_rna_TH1 Nucleus,isDescribedBy,
IRF9_TH1 Cytoplasm,1,IRF9_rna_TH1 Nucleus,isDescribedBy,
CD27/CD70_complex_TH1 Cytoplasm,1,CD27&CD70_space_homotrimer_TH1 Cytoplasm_1,isDescribedBy,
IL2R_complex_TH1 Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IL2RB_TH1 Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
EIF2AK2_TH1 Cytoplasm,1,EIF2AK2_rna_TH1 Nucleus,isDescribedBy,
TRIM25_TH1 Cytoplasm,1,TRIM25_rna_TH1 Nucleus,isDescribedBy,
FADD_TH1 Cytoplasm,1,(TRADD_TH1 Cytoplasm|FASL/FASR_complex_TH1 Cytoplasm|TRAIL/TRAILR_complex_TH1 Cytoplasm|MAVS_TH1 Cytoplasm|RIPK1_TH1 Cytoplasm_3)&!RIPK3_TH1 Cytoplasm_1,isDescribedBy,
SMAD2/SMAD3_complex_TH1 Cytoplasm,1,TGF/TGFBR1_complex_TH1 Cytoplasm,isDescribedBy,
SOS2_TH1 Cytoplasm,1,GRB2_TH1 Cytoplasm,isDescribedBy,
IFITM1_TH1 Cytoplasm,1,IFITM1_rna_TH1 Nucleus,isDescribedBy,
MX2_TH1 Cytoplasm,1,MX2_rna_TH1 Nucleus,isDescribedBy,
TNF/TNFR2_complex_TH1 Cytoplasm,1,TNF_Extracellular&TNFRSF1B_TH1 Cytoplasm_2,isDescribedBy,
TNFRSF1B_TH1 Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
STAT2_TH1 Cytoplasm,1,TYK2_TH1 Cytoplasm,isDescribedBy,
GBP3_TH1 Cytoplasm,1,GBP3_rna_TH1 Nucleus,isDescribedBy,
IFI35_TH1 Cytoplasm,1,IFI35_rna_TH1 Nucleus,isDescribedBy,
GBP2_TH1 Cytoplasm,1,GBP2_rna_TH1 Nucleus,isDescribedBy,
FASL/FASR_complex_TH1 Cytoplasm,1,FASLG&FAS_TH1 Cytoplasm_1,isDescribedBy,
OASL_TH1 Cytoplasm,1,OASL_rna_TH1 Nucleus,isDescribedBy,
HLA-DRA_TH1 Cytoplasm,1,HLA-DRA_rna_TH1 Nucleus,isDescribedBy,
CXCL16/CXCR6_complex_TH1 Cytoplasm,1,CXCL16&CXCR6_TH1 Cytoplasm,isDescribedBy,
GBP5_TH1 Cytoplasm,1,GBP5_rna_TH1 Nucleus,isDescribedBy,
JAK3_TH1 Cytoplasm,1,(IL7/IL7R_complex_TH1 Cytoplasm|IL2/IL2R_complex_TH1 Cytoplasm|IL21/IL21R_complex_TH1 Cytoplasm|IL15R_complex_TH1 Cytoplasm)&!PTK2B_TH1 Cytoplasm&!SOCS2_TH1 Cytoplasm&!SOCS1_TH1 Cytoplasm&!SOCS3_TH1 Cytoplasm,isDescribedBy,
NCAM1_TH1 Cytoplasm,1,NCAM1_rna_TH1 Nucleus,isDescribedBy,
TGF/TGFBR1_complex_TH1 Cytoplasm,1,TGFB1&TGFBR1_TH1 Cytoplasm_1,isDescribedBy,
TGFBR1_TH1 Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_TH1 Cytoplasm,1,IRF5_rna_TH1 Nucleus,isDescribedBy,
RRAS_TH1 Cytoplasm,1,SOS2_TH1 Cytoplasm,isDescribedBy,
PML_TH1 Cytoplasm,1,PML_rna_TH1 Nucleus,isDescribedBy,
RAF_TH1 Cytoplasm,1,RRAS_TH1 Cytoplasm,isDescribedBy,
CASP8_TH1 Cytoplasm,1,FADD_TH1 Cytoplasm&!CFLAR_TH1 Cytoplasm,isDescribedBy,
IL12/IL12R_complex_TH1 Cytoplasm,1,IL12_Extracellular&IL12R_complex_TH1 Cytoplasm,isDescribedBy,
IL12RB1_TH1 Cytoplasm,1,(IL12_Secreted|IL12_Secreted),isDescribedBy,
IL12RB2_TH1 Cytoplasm,1,(IL12_Secreted|IL12_Secreted),isDescribedBy,
CXCR3_TH1 Cytoplasm,1,(CXCL10_Secreted|CXCL11_Extracellular|CXCL9_Secreted|CXCL10_Secreted|CXCL9_Secreted|CXCL10_Secreted|CXCL11_Extracellular|CXCL9_Secreted),isDescribedBy,
PTPN2_TH1 Cytoplasm_1,1,PTPN2_TH1 Cytoplasm&EIF2AK2_space_homodimer_TH1 Cytoplasm,isDescribedBy,
RIPK1_TH1 Cytoplasm_1,1,RIPK1_rna_TH1 Nucleus,isDescribedBy,
FAS_TH1 Cytoplasm_1,1,FAS_rna_TH1 Nucleus,isDescribedBy,
ADAR1_space_homodimer_TH1 Cytoplasm,1,ADAR_TH1 Cytoplasm,isDescribedBy,
ISG20_TH1 Cytoplasm,1,ISG20_rna_TH1 Nucleus,isDescribedBy,
IFI6_TH1 Cytoplasm,1,IFI6_rna_TH1 Nucleus,isDescribedBy,
ARF1_TH1 Cytoplasm,1,ARF1_rna_TH1 Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_TH1 Cytoplasm_1,1,EIF2AK2_space_homodimer_TH1 Cytoplasm,isDescribedBy,
SOCS2_TH1 Cytoplasm,1,SOCS1_rna_TH1 Nucleus,isDescribedBy,
IFITM2_TH1 Cytoplasm,1,IFITM2_rna_TH1 Nucleus,isDescribedBy,
MHC1/B2M/TCR_complex_TH1 Cytoplasm,1,MHC1/B2M_complex&TCR_complex_TH1 Cytoplasm,isDescribedBy,
IFIT5_TH1 Cytoplasm,1,IFIT5_rna_TH1 Nucleus,isDescribedBy,
STAT4,1,JAK2_TH1 Cytoplasm,isDescribedBy,
ISG15_TH1 Cytoplasm,1,ISG15_rna_TH1 Nucleus,isDescribedBy,
CCR1_TH1 Cytoplasm,1,(CCL3|CCL3),isDescribedBy,
IFIT2_TH1 Cytoplasm,1,IFIT2_rna_TH1 Nucleus,isDescribedBy,
HLA-A_TH1 Cytoplasm,1,HLA-A_rna_TH1 Nucleus,isDescribedBy,
TNFSF15/TNFRSF25_complex_TH1 Cytoplasm,1,TNFSF15&TNFRSF25_TH1 Cytoplasm_1,isDescribedBy,
TNFRSF25_TH1 Cytoplasm,1,(TNFSF15|TNFSF15),isDescribedBy,
CCR9_TH1 Cytoplasm,1,CCL25,isDescribedBy,
IFIT1_TH1 Cytoplasm,1,IFIT1_rna_TH1 Nucleus,isDescribedBy,
MX1_TH1 Cytoplasm,1,MX1_rna_TH1 Nucleus,isDescribedBy,
CXCL9-10-11/CXCR3_complex_TH1 Cytoplasm,1,(CXCL9_Extracellular&CXCR3_TH1 Cytoplasm|CXCL10_Extracellular&CXCR3_TH1 Cytoplasm|CXCL11_Extracellular&CXCR3_TH1 Cytoplasm),isDescribedBy,
MAP2K1_TH1 Cytoplasm,1,RAF_TH1 Cytoplasm,isDescribedBy,
CCL25/CCR9_complex_TH1 Cytoplasm,1,CCL25&CCR9_TH1 Cytoplasm,isDescribedBy,
HLA-C_TH1 Cytoplasm,1,HLA-C_rna_TH1 Nucleus,isDescribedBy,
TRAIL/TRAILR_complex_TH1 Cytoplasm,1,"TNFSF10&TNFRSF10A,B_TH1 Cytoplasm_1",isDescribedBy,
GBP6_TH1 Cytoplasm,1,GBP6_rna_TH1 Nucleus,isDescribedBy,
HLA-DQA2_TH1 Cytoplasm,1,HLA-DQA2_rna_TH1 Nucleus,isDescribedBy,
TRIM5_TH1 Cytoplasm,1,TRIM5_rna_TH1 Nucleus,isDescribedBy,
JAK1_TH1 Cytoplasm,1,(IFNA/IFNAR_complex_TH1 Cytoplasm|IFNG/IFNGR_complex_TH1 Cytoplasm|IL7/IL7R_complex_TH1 Cytoplasm|IL2/IL2R_complex_TH1 Cytoplasm|IFNB/IFNAR_complex_TH1 Cytoplasm|IL21/IL21R_complex_TH1 Cytoplasm|IL15R_complex_TH1 Cytoplasm|IL6/IL6R_complex_TH1 Cytoplasm)&!SOCS1_TH1 Cytoplasm&!PTPN6_TH1 Cytoplasm&!SOCS2_TH1 Cytoplasm&!SOCS3_TH1 Cytoplasm&!CISH_TH1 Cytoplasm,isDescribedBy,
STAT1/STAT2_complex_TH1 Cytoplasm,1,STAT1_TH1 Cytoplasm_3&STAT2_TH1 Cytoplasm,isDescribedBy,
PTK2_TH1 Cytoplasm,1,VCAM/ITGA4/ITGB1_complex_TH1 Cytoplasm,isDescribedBy,
IL6/IL6R_complex_TH1 Cytoplasm,1,IL6_Extracellular&IL6R_complex_TH1 Cytoplasm,isDescribedBy,
IL7/IL7R_complex_TH1 Cytoplasm,1,IL7&IL7R_complex_TH1 Cytoplasm,isDescribedBy,
MAP3K5_TH1 Cytoplasm,1,DAXX_TH1 Cytoplasm,isDescribedBy,
MDM2_TH1 Cytoplasm,1,MDM2_rna_TH1 Nucleus,isDescribedBy,
JAK2_TH1 Cytoplasm,1,(IFNG/IFNGR_complex_TH1 Cytoplasm|IL12/IL12R_complex_TH1 Cytoplasm|IL6/IL6R_complex_TH1 Cytoplasm)&!SOCS1_TH1 Cytoplasm&!SOCS2_TH1 Cytoplasm&!SOCS3_TH1 Cytoplasm,isDescribedBy,
STAT1/STAT2/IRF9_complex_TH1 Cytoplasm,1,IRF9_TH1 Cytoplasm&STAT1/STAT2_complex_TH1 Cytoplasm,isDescribedBy,
SRC_TH1 Cytoplasm,1,GNAI_TH1 Cytoplasm_1,isDescribedBy,
RSAD2_TH1 Cytoplasm,1,RSAD2_rna_TH1 Nucleus,isDescribedBy,
IFIT3_TH1 Cytoplasm,1,IFIT3_rna_TH1 Nucleus,isDescribedBy,
HLA-DQA1_TH1 Cytoplasm,1,HLA-DQA1_rna_TH1 Nucleus,isDescribedBy,
DAXX_TH1 Cytoplasm,1,(FASL/FASR_complex_TH1 Cytoplasm|TGF/TGFBR1_complex_TH1 Cytoplasm),isDescribedBy,
FCGR1BP_TH1 Cytoplasm,1,FCGR1BP_rna_TH1 Nucleus,isDescribedBy,
STAT1_TH1 Cytoplasm_2,1,HDAC3_TH1 Cytoplasm,isDescribedBy,
"TNFRSF10A,B_TH1 Cytoplasm_1",1,TNFRSF10A_rna_TH1 Nucleus,isDescribedBy,
OAS1_TH1 Cytoplasm,1,OAS1_rna_TH1 Nucleus,isDescribedBy,
IP6K2_TH1 Cytoplasm,1,IP6K2_rna_TH1 Nucleus,isDescribedBy,
IFITM3_TH1 Cytoplasm,1,IFITM3_rna_TH1 Nucleus,isDescribedBy,
ISG15_TH1 Cytoplasm_1,1,(UBE2L6_TH1 Cytoplasm|HERC5_TH1 Cytoplasm)&ISG15_TH1 Cytoplasm&!UBA7_TH1 Cytoplasm,isDescribedBy,
STAT1_TH1 Cytoplasm_3,1,(JAK1_TH1 Cytoplasm|TYK2_TH1 Cytoplasm)&STAT1_TH1 Cytoplasm_2,isDescribedBy,
IFNA/IFNAR_complex_TH1 Cytoplasm,1,IFNA_Extracellular&IFNAR_complex_TH1 Cytoplasm,isDescribedBy,
TRIM34_TH1 Cytoplasm,1,TRIM34_rna_TH1 Nucleus,isDescribedBy,
IRF1_TH1 Cytoplasm_1,1,IRF1_rna_TH1 Nucleus,isDescribedBy,
CCL5/CCR5_complex_TH1 Cytoplasm,1,CCL5_Extracellular&CCR5_TH1 Cytoplasm_1,isDescribedBy,
CCR5_TH1 Cytoplasm,1,(CCL3|CCL4|CCL5_Secreted|CCL4|CCL3|CCL4|CCL5_Secreted),isDescribedBy,
VCAM/ITGA4/ITGB1_complex_TH1 Cytoplasm,1,VCAM1_Extracellular&ITGA4/ITGB1_complex_TH1 Cytoplasm,isDescribedBy,
IL2/IL2R_complex_TH1 Cytoplasm,1,IL2_Extracellular&IL2R_complex_TH1 Cytoplasm,isDescribedBy,
OAS2_TH1 Cytoplasm,1,OAS2_rna_TH1 Nucleus,isDescribedBy,
TRIM6_TH1 Cytoplasm,1,TRIM6_rna_TH1 Nucleus,isDescribedBy,
STAT3_TH1 Cytoplasm,1,JAK2_TH1 Cytoplasm,isDescribedBy,
TNF/TNFR1_complex_TH1 Cytoplasm,1,TNF_Extracellular&TNFRSF1A_TH1 Cytoplasm,isDescribedBy,
SHC1_TH1 Cytoplasm,1,(SRC_TH1 Cytoplasm|IL21/IL21R_complex_TH1 Cytoplasm),isDescribedBy,
TRADD_TH1 Cytoplasm,1,(TNF/TNFR1_complex_TH1 Cytoplasm|TNFSF15/TNFRSF25_complex_TH1 Cytoplasm),isDescribedBy,
MT2A_TH1 Cytoplasm,1,MT2A_rna_TH1 Nucleus,isDescribedBy,
ADAR_TH1 Cytoplasm,1,ADAR_rna_TH1 Nucleus,isDescribedBy,
LCK/ZAP70_complex_TH1 Cytoplasm,1,MHC1/B2M/TCR_complex_TH1 Cytoplasm&!PTPRC_TH1 Cytoplasm&!PTPN6_TH1 Cytoplasm,isDescribedBy,
SHISA5_TH1 Cytoplasm,1,SHISA5_rna_TH1 Nucleus,isDescribedBy,
HLA-DRB4_TH1 Cytoplasm,1,HLA-DRB4_rna_TH1 Nucleus,isDescribedBy,
IL15R_complex_TH1 Cytoplasm,1,IL15_Extracellular,isDescribedBy,
IL15RA_TH1 Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular),isDescribedBy,
GBP4_TH1 Cytoplasm,1,GBP4_rna_TH1 Nucleus,isDescribedBy,
CISH_TH1 Cytoplasm,1,CISH_rna_TH1 Nucleus,isDescribedBy,
IFNG/IFNGR_complex_TH1 Cytoplasm,1,IFNG_Extracellular&IFNGR_complex_TH1 Cytoplasm,isDescribedBy,
MAX_TH1 Cytoplasm,1,"MAPK11,12,13,14_TH1 Cytoplasm",isDescribedBy,
IFNB/IFNAR_complex_TH1 Cytoplasm,1,IFNB1_Extracellular&IFNAR_complex_TH1 Cytoplasm,isDescribedBy,
CHUK/CHUK_complex_TH1 Cytoplasm,1,MAP3K14_TH1 Cytoplasm_1,isDescribedBy,
SOCS2_rna_TH1 Nucleus,1,STAT5_space_homodimer_TH1 Nucleus,isDescribedBy,
GBP5_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
STAT1_space_homodimer_TH1 Nucleus,1,STAT1_TH1 Cytoplasm_3,isDescribedBy,
ISG15_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
IRF5_rna_TH1 Nucleus,1,(STAT1_space_homodimer_TH1 Nucleus|STAT1/STAT2/IRF9_complex_TH1 Nucleus),isDescribedBy,
GBP4_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
RPLP0_rna_TH1 Nucleus,1,STAT4_space_homodimer_TH1 Nucleus,isDescribedBy,
IFI6_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
SP100_TH1 Nucleus,1,SP100_rna_TH1 Nucleus,isDescribedBy,
GBP2_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
TNFRSF10A_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
SOCS3_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
TRIM34_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
IFIT5_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
TRIM25_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
IFI35_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
PML_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
MT2A_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
GBP1_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
RIPK1_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
IFI30_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
IFI27_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
HLA-DQA2_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
PTPN2_TH1 Nucleus,1,PTPN2_TH1 Cytoplasm,isDescribedBy,
IRF9_rna_TH1 Nucleus,1,(STAT1_space_homodimer_TH1 Nucleus|STAT1/STAT2/IRF9_complex_TH1 Nucleus),isDescribedBy,
CDKN1A_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
NCAM1_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
TRIM22_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
RRM2_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
TRIM14_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
HLA-DRA_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
SMAD2/SMAD3/SMAD4_complex_TH1 Nucleus,1,SMAD2/SMAD3_complex_TH1 Cytoplasm&SMAD4_TH1 Cytoplasm,isDescribedBy,
TRIM6_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
TRIM5_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
ETS1_TH1 Nucleus,1,ETS1_rna_TH1 Nucleus,isDescribedBy,
GBP3_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
MX2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
GBP6_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
SESN1_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
STAT4_space_homodimer_TH1 Nucleus,1,STAT4,isDescribedBy,
CD82_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
HLA-A_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
FAS_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
OASL_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
IFIT3_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
HLA-B_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
LMNB1_rna_TH1 Nucleus,1,STAT4_space_homodimer_TH1 Nucleus,isDescribedBy,
HLA-H_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
BST2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
MX1_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
OAS1_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
ARF1_rna_TH1 Nucleus,1,STAT4_space_homodimer_TH1 Nucleus,isDescribedBy,
RSAD2_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|CD40LG/CD40_complex_TH1 Cytoplasm|TLR3/dsRNA/PolyIC_complex_TH1 Cytoplasm|TLR7/ssRNA_complex_TH1 Cytoplasm|PRMT5_TH1 Cytoplasm),isDescribedBy,
OAS3_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
MDM2_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
IP6K2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
IFITM1_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
IFIT2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
OAS2_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
IFITM2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
SHISA5_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
XAF1_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
HLA-DQA1_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
EIF2AK2_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
IFIT1_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
SOCS1_rna_TH1 Nucleus,1,STAT5_space_homodimer_TH1 Nucleus,isDescribedBy,
FCGR1BP_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
HLA-DRB4_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
HNRNPA2B1_rna_TH1 Nucleus,1,STAT4_space_homodimer_TH1 Nucleus,isDescribedBy,
STAT5_space_homodimer_TH1 Nucleus,1,STAT5A/B_TH1 Cytoplasm,isDescribedBy,
CISH_rna_TH1 Nucleus,1,STAT5_space_homodimer_TH1 Nucleus,isDescribedBy,
IFNG_rna_TH1 Nucleus,1,(STAT4_space_homodimer_TH1 Nucleus|CX3CL1/CX3CR1_complex_TH1 Cytoplasm|AP1_complex_TH1 Nucleus),isDescribedBy,
SP100_rna_TH1 Nucleus,1,STAT1_space_homodimer_TH1 Nucleus,isDescribedBy,
ADAR_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
STAT1/STAT2/IRF9_complex_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Cytoplasm&KPNB1_TH1 Cytoplasm,isDescribedBy,
STAT1_space_homodimer_TH1 Nucleus_1,1,STAT1_space_homodimer_TH1 Nucleus&PTPN2_TH1 Nucleus,isDescribedBy,
IL2_rna_TH1 Nucleus,1,AP1_complex_TH1 Nucleus,isDescribedBy,
ETS1_rna_TH1 Nucleus,1,SP100_TH1 Nucleus,isDescribedBy,
IFITM3_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
ISG20_rna_TH1 Nucleus,1,STAT1/STAT2/IRF9_complex_TH1 Nucleus,isDescribedBy,
HLA-C_rna_TH1 Nucleus,1,(STAT1/STAT2/IRF9_complex_TH1 Nucleus|STAT1_space_homodimer_TH1 Nucleus),isDescribedBy,
IRF1_rna_TH1 Nucleus,1,(STAT1_space_homodimer_TH1 Nucleus|STAT1/STAT2/IRF9_complex_TH1 Nucleus),isDescribedBy,
